athlete_name,activity_name,period_id,period_name,total_distance,total_duration,total_player_load,max_vel,date,hsr_efforts
Logan Hirou,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,753.72931,390,73.41029,15.16374,02/02/2026,1
Grant Buckey,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,674.85893,330,72.50289,15.04018,02/02/2026,0
Dallin Havea,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,610.10065,330,73.34639,18.10541,02/02/2026,5
Jacob Reis,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,628.62099,330,65.49471,14.56332,02/02/2026,0
JD Rayner,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,596.30687,330,57.13406,13.9546,02/02/2026,0
Ty Lee,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,804.19078,390,77.09453,14.87143,02/02/2026,0
Robert James,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,471.02146,330,76.1636,13.48281,02/02/2026,0
Brian Rowe,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,762.8412,390,72.65954,18.36954,02/02/2026,11
CJ Lavender,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,737.663,390,66.6412,16.8122,02/02/2026,11
Mikey Matthews,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,729.2214,390,87.9419,16.42219,02/02/2026,8
Wyatt Mosier,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,652.47577,330,72.90063,15.28457,02/02/2026,1
Chase Coleman,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,723.31253,390,53.13344,16.40948,02/02/2026,3
Sammy Omoshigo,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,629.03657,330,68.10039,14.72833,02/02/2026,0
Derek Osman,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,527.54093,330,72.87803,13.32433,02/02/2026,0
Robert Stafford,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,350.11769,390,41.27419,6.20627,02/02/2026,0
Ashton Sanders,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,507.68484,330,63.99311,15.59762,02/02/2026,1
Landon Ellis,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,772.45737,390,87.18571,16.05284,02/02/2026,5
Colton Gumino,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,812.81774,390,60.57578,15.47727,02/02/2026,1
Brayden Loftin,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,623.03371,330,73.97893,16.05629,02/02/2026,2
Jalen Woods,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,663.85611,330,67.73546,15.5931,02/02/2026,1
Sean Na'a,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,472.31629,330,61.4004,12.9441,02/02/2026,0
Max Roy,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,442.15772,330,67.98524,13.92685,02/02/2026,0
Aiden Gobaira,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,166.95211,330,63.70887,11.77606,02/02/2026,0
Quinn Bucky,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,503.47553,330,63.22053,13.38296,02/02/2026,0
Michael Price,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,558.27868,330,70.19061,13.86321,02/02/2026,0
Scott Taylor,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,655.75027,330,69.28148,14.85433,02/02/2026,0
AJ Fuimaono,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,534.54398,330,61.27631,14.29986,02/02/2026,0
Tao Johnson,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,833.39227,390,85.74316,17.4054,02/02/2026,9
Lucien Holland,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,625.58512,330,62.42266,15.67135,02/02/2026,2
DJ Barksdale,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,732.18398,390,89.80787,17.62629,02/02/2026,11
Marcus Almada,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,503.25699,330,58.80378,13.0689,02/02/2026,0
Anthony Sacca,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,643.09001,330,67.32159,15.74349,02/02/2026,1
Ta'Shawn James,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,723.48974,390,83.14185,16.35152,02/02/2026,7
Julian Armella,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,534.84692,330,75.76175,14.11166,02/02/2026,0
Donavyn Pellot,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,590.53596,330,63.67637,15.10352,02/02/2026,0
Eugene Brooks,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,521.25769,330,65.02032,12.20017,02/02/2026,0
Jaivian Thomas,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,723.15733,390,86.37664,15.43176,02/02/2026,4
Sahir West,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,682.37652,330,64.72792,15.50156,02/02/2026,1
Caleb Walker,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,535.58183,330,81.34614,12.89622,02/02/2026,0
Riley Robell,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,556.61423,330,62.66936,14.46025,02/02/2026,0
Stevie Amar,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,683.97095,330,56.28059,16.03764,02/02/2026,2
Noah Fox-Flores,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,672.01776,330,67.98525,15.6005,02/02/2026,1
Peter Bario,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,630.25594,330,82.76841,15.67982,02/02/2026,5
Marcus Harris,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,720.26577,390,72.89578,17.14072,02/02/2026,10
Madden Iamaleava,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,747.79861,390,61.29638,14.99104,02/02/2026,0
Jace Brown,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,732.29272,390,79.96506,16.26895,02/02/2026,4
Dylan Lee,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,764.01685,390,66.00181,16.40563,02/02/2026,5
Amier Washington,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,490.22858,330,48.66783,13.56989,02/02/2026,0
Kenneth Moore,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,789.69053,390,83.01849,18.85219,02/02/2026,11
Anthony Woods,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,782.6534,390,91.17159,16.29087,02/02/2026,2
Ty Diffenbach,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,775.89561,390,80.6647,16.48488,02/02/2026,7
Nico Iamaleava,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,755.62164,390,69.17661,16.32398,02/02/2026,4
Joshua Dixon,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,720.9077,390,77.61028,16.61093,02/02/2026,10
Jaylan Jeffers,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,493.4646,330,78.68171,12.56621,02/02/2026,0
Jhase McMillan,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,697.16646,390,80.51379,17.93187,02/02/2026,11
Dylan Sims,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,659.83817,330,57.24075,15.10528,02/02/2026,2
Troy Leigber,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,769.94535,390,80.51068,16.65277,02/02/2026,4
Sam Yoon,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,545.48886,330,76.13708,13.98128,02/02/2026,0
Jensen Somerville,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,549.14586,330,63.61803,14.63638,02/02/2026,0
Mone Malafu,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,645.78853,330,58.59193,15.90477,02/02/2026,1
KD Arnold,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,540.71415,330,63.16061,14.01096,02/02/2026,0
Scooter Jackson,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,752.21899,390,69.06578,15.71039,02/02/2026,3
Aiden Mizell,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,750.77981,390,76.77228,17.53764,02/02/2026,4
Aaron Williams,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,752.50988,390,76.76587,18.04375,02/02/2026,11
Ezequiel Johnson,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,772.09106,390,100.67574,19.10004,02/02/2026,11
JuJu Walls,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,687.08011,330,62.4316,16.62316,02/02/2026,2
Cole Martin,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,731.80125,390,78.25379,18.16432,02/02/2026,11
LaRue Zamorano,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,714.91692,390,65.62819,15.15462,02/02/2026,1
Carter Sweazie,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,483.74563,330,72.32668,12.69516,02/02/2026,0
Russell Weir,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,687.84018,390,56.37799,15.88809,02/02/2026,8
Cole Cogshell,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,623.57505,330,75.87286,15.34668,02/02/2026,1
Shane Rosenthal,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,785.7693,390,93.76185,15.55866,02/02/2026,8
Major Pride,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,747.75683,390,65.71768,16.37644,02/02/2026,7
Leland Smith,Condo 2 - 2 - 26,aab2fff4-3ee5-4b14-af55-d39d650a71e8,Condo OTB,764.50358,390,86.25692,16.0236,02/02/2026,3
Josh Phifer,Condo 2 - 2 - 26,3541192e-2994-4999-97cd-a0af462268e8,Condo ITB,639.71933,330,59.3183,15.34537,02/02/2026,5
